Card Name,Card Code,Copies Possessed (out of 3),Class,Traits,Card Type,Card Cost,Attack,Defense,Artist,Promo Obtain Source (if PR in code),Art URL
"Embodiment of Victory, Aleph",CSD03b-P02EN,0,Dragoncraft,Vanguard|Kagero,Follower / Evolved,-,4,4,増田幹生,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P02EN.png
Berserk Dragon,CSD03b-P03EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,3,3,コガラツ,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P03EN.png
"Wyvern Guard, Barri",CSD03b-P04EN,0,Dragoncraft,Vanguard|Kagero,Spell,1,-,-,Toshiaki Takayama,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P04EN.png
"Dragon Knight, Nehalem",CSD03b-P05EN,0,Dragoncraft,Vanguard|Kagero,Follower,2,2,2,辻野芳輝,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P05EN.png
"Embodiment of Armor, Bahr",CSD03b-P06EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,3,4,Hirokorin,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P06EN.png
Chain-Attack Sutherland,CSD03b-P07EN,0,Dragoncraft,Vanguard|Kagero,Follower,3,2,2,百瀬寿,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P07EN.png
"Follower, Reas",CSD03b-P08EN,0,Dragoncraft,Vanguard|Kagero,Follower,1,1,1,百瀬寿,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P08EN.png
"Lizard Runner, Undeux",CSD03b-P09EN,0,Dragoncraft,Vanguard|Kagero,Amulet,2,-,-,安達洋介,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-P09EN.png
Dragonic Overlord,CSD03b-SL01EN,0,Dragoncraft,Vanguard|Kagero,Follower,4,4,4,Design: 伊藤彰 Illustration: TMS,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-SL01EN.png
Dragonic Overlord,CSD03b-SL02EN,0,Dragoncraft,Vanguard|Kagero,Follower / Evolved,-,5,5,伊藤彰,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-SL02EN.png
"Dragon Monk, Goku",CSD03b-SL03EN,0,Dragoncraft,Vanguard|Kagero,Follower,6,5,5,齋藤直葵,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CSD03b/CSD03b-SL03EN.png
Hokko Tarumae,ECP01-001EN,0,Forestcraft,Umamusume,Follower,4,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-001EN.png
Hokko Tarumae,ECP01-002EN,0,Forestcraft,Umamusume,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-002EN.png
Sakura Laurel,ECP01-003EN,0,Forestcraft,Umamusume,Follower,3,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-003EN.png
Sounds of Earth,ECP01-004EN,0,Forestcraft,Umamusume,Follower,9,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-004EN.png
Haru Urara [Sunny Passion â™ª],ECP01-005EN,0,Forestcraft,Umamusume,Follower,2,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-005EN.png
Yamanin Zephyr,ECP01-006EN,0,Forestcraft,Umamusume,Follower,4,3,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-006EN.png
Sakura Bakushin O,ECP01-007EN,0,Forestcraft,Umamusume,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-007EN.png
Mihono Bourbon,ECP01-008EN,0,Forestcraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-008EN.png
A MORE MARVELOUS WORLD! â˜†,ECP01-009EN,0,Forestcraft,Umamusume,Amulet,1,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-009EN.png
Gentildonna,ECP01-010EN,0,Swordcraft,Umamusume,Follower,7,6,6,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-010EN.png
Gentildonna,ECP01-011EN,0,Swordcraft,Umamusume,Follower / Evolved,-,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-011EN.png
Symboli Rudolf [EnchaÃ®nement],ECP01-012EN,0,Swordcraft,Umamusume,Follower,4,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-012EN.png
Sirius Symboli [Escorte Ã‰toile],ECP01-013EN,0,Swordcraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-013EN.png
Aston Machan,ECP01-014EN,0,Swordcraft,Umamusume,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-014EN.png
Symboli Kris S,ECP01-015EN,0,Swordcraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-015EN.png
Tap Dance City,ECP01-016EN,0,Swordcraft,Umamusume,Follower,3,2,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-016EN.png
Biwa Hayahide,ECP01-017EN,0,Swordcraft,Umamusume|BNW,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-017EN.png
Teio-Oo-Oo!!!,ECP01-018EN,0,Swordcraft,Umamusume,Spell,5,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-018EN.png
Cheval Grand,ECP01-019EN,0,Runecraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-019EN.png
Cheval Grand,ECP01-020EN,0,Runecraft,Umamusume,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-020EN.png
Tanino Gimlet,ECP01-021EN,0,Runecraft,Umamusume,Follower,4,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-021EN.png
Narita Top Road [Peachy Silhouette],ECP01-022EN,0,Runecraft,Umamusume,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-022EN.png
Verxina,ECP01-023EN,0,Runecraft,Umamusume,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-023EN.png
Vivlos,ECP01-024EN,0,Runecraft,Umamusume,Follower,3,5,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-024EN.png
Daitaku Helios,ECP01-025EN,0,Runecraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-025EN.png
Sweep Tosho,ECP01-026EN,0,Runecraft,Umamusume,Follower,2,0,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-026EN.png
Lucky Star in the Sky,ECP01-027EN,0,Runecraft,Umamusume,Spell,1,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-027EN.png
Neo Universe,ECP01-028EN,0,Dragoncraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-028EN.png
Neo Universe,ECP01-029EN,0,Dragoncraft,Umamusume,Follower / Evolved,-,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-029EN.png
Mr. C.B.,ECP01-030EN,0,Dragoncraft,Umamusume,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-030EN.png
Katsuragi Ace,ECP01-031EN,0,Dragoncraft,Umamusume,Follower,7,5,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-031EN.png
Super Creek [Piece of Mind],ECP01-032EN,0,Dragoncraft,Umamusume,Follower,4,4,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-032EN.png
Tsurumaru Tsuyoshi,ECP01-033EN,0,Dragoncraft,Umamusume,Follower,1,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-033EN.png
El Condor Pasa,ECP01-034EN,0,Dragoncraft,Umamusume,Follower,7,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-034EN.png
Nishino Flower,ECP01-035EN,0,Dragoncraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-035EN.png
"Pious Flame, Heavens Scorcher",ECP01-036EN,0,Dragoncraft,Umamusume,Spell,3,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-036EN.png
Hishi Miracle,ECP01-037EN,0,Abysscraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-037EN.png
Hishi Miracle,ECP01-038EN,0,Abysscraft,Umamusume,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-038EN.png
Daiichi Ruby,ECP01-039EN,0,Abysscraft,Umamusume,Follower,6,2,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-039EN.png
Duramente,ECP01-040EN,0,Abysscraft,Umamusume,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-040EN.png
Matikanetannhauser [Machitanâ˜†Adventure],ECP01-041EN,0,Abysscraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-041EN.png
K.S.Miracle,ECP01-042EN,0,Abysscraft,Umamusume,Follower,2,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-042EN.png
Air Shakur,ECP01-043EN,0,Abysscraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-043EN.png
Manhattan Cafe,ECP01-044EN,0,Abysscraft,Umamusume,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-044EN.png
TT Ignition!,ECP01-045EN,0,Abysscraft,Umamusume,Spell,5,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-045EN.png
Satono Crown,ECP01-046EN,0,Havencraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-046EN.png
Satono Crown,ECP01-047EN,0,Havencraft,Umamusume,Follower / Evolved,-,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-047EN.png
Mejiro Ramonu,ECP01-048EN,0,Havencraft,Umamusume|Mejiro Family,Follower,5,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-048EN.png
Jungle Pocket,ECP01-049EN,0,Havencraft,Umamusume,Follower,2,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-049EN.png
Wonder Acute,ECP01-050EN,0,Havencraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-050EN.png
Mejiro Ardan [Hopeful Petals Dancing in the Night],ECP01-051EN,0,Havencraft,Umamusume|Mejiro Family,Follower,6,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-051EN.png
Matikanefukukitaru,ECP01-052EN,0,Havencraft,Umamusume,Follower,7,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-052EN.png
Mejiro Palmer [Moonlit Devil â™ª],ECP01-053EN,0,Havencraft,Umamusume|Mejiro Family,Follower,1,2,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-053EN.png
"Bring 'Em Home, Please!",ECP01-054EN,0,Havencraft,Umamusume|Mejiro Family,Amulet,2,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-054EN.png
Progenitors and Guides,ECP01-055EN,0,Neutral,Umamusume,Follower,6,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-055EN.png
Balliamo?,ECP01-056EN,0,Neutral,Umamusume,Spell,2,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-056EN.png
Ryoka Tsurugi,ECP01-057EN,0,Neutral,Tracen Academy,Follower,6,2,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-057EN.png
A Super Successful Event!,ECP01-058EN,0,Neutral,,Spell / Evolved,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-058EN.png
Hungry for a Miracle,ECP01-059EN,0,Neutral,,Spell / Evolved,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-059EN.png
At the End of the Day,ECP01-060EN,0,Neutral,,Spell / Evolved,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-060EN.png
Forth! Into the Great Age of Agriculture!,ECP01-061EN,0,Neutral,,Spell / Evolved,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-061EN.png
Workshop! Farmers for a Day!,ECP01-062EN,0,Neutral,,Spell / Evolved,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-062EN.png
Haru Urara [Sunny Passion â™ª],ECP01-P01EN,0,Forestcraft,Umamusume,Follower,2,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P01EN.png
Yamanin Zephyr,ECP01-P02EN,0,Forestcraft,Umamusume,Follower,4,3,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P02EN.png
Sakura Bakushin O,ECP01-P03EN,0,Forestcraft,Umamusume,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P03EN.png
Mihono Bourbon,ECP01-P04EN,0,Forestcraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P04EN.png
A MORE MARVELOUS WORLD! â˜†,ECP01-P05EN,0,Forestcraft,Umamusume,Amulet,1,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P05EN.png
Aston Machan,ECP01-P06EN,0,Swordcraft,Umamusume,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P06EN.png
Symboli Kris S,ECP01-P07EN,0,Swordcraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P07EN.png
Tap Dance City,ECP01-P08EN,0,Swordcraft,Umamusume,Follower,3,2,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P08EN.png
Biwa Hayahide,ECP01-P09EN,0,Swordcraft,Umamusume|BNW,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P09EN.png
Teio-Oo-Oo!!!,ECP01-P10EN,0,Swordcraft,Umamusume,Spell,5,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P10EN.png
Verxina,ECP01-P11EN,0,Runecraft,Umamusume,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P11EN.png
Vivlos,ECP01-P12EN,0,Runecraft,Umamusume,Follower,3,5,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P12EN.png
Daitaku Helios,ECP01-P13EN,0,Runecraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P13EN.png
Sweep Tosho,ECP01-P14EN,0,Runecraft,Umamusume,Follower,2,0,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P14EN.png
Lucky Star in the Sky,ECP01-P15EN,0,Runecraft,Umamusume,Spell,1,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P15EN.png
Super Creek [Piece of Mind],ECP01-P16EN,0,Dragoncraft,Umamusume,Follower,4,4,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P16EN.png
Tsurumaru Tsuyoshi,ECP01-P17EN,0,Dragoncraft,Umamusume,Follower,1,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P17EN.png
El Condor Pasa,ECP01-P18EN,0,Dragoncraft,Umamusume,Follower,7,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P18EN.png
Nishino Flower,ECP01-P19EN,0,Dragoncraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P19EN.png
"Pious Flame, Heavens Scorcher",ECP01-P20EN,0,Dragoncraft,Umamusume,Spell,3,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P20EN.png
Matikanetannhauser [Machitanâ˜†Adventure],ECP01-P21EN,0,Abysscraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P21EN.png
K.S.Miracle,ECP01-P22EN,0,Abysscraft,Umamusume,Follower,2,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P22EN.png
Air Shakur,ECP01-P23EN,0,Abysscraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P23EN.png
Manhattan Cafe,ECP01-P24EN,0,Abysscraft,Umamusume,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P24EN.png
TT Ignition!,ECP01-P25EN,0,Abysscraft,Umamusume,Spell,5,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P25EN.png
Wonder Acute,ECP01-P26EN,0,Havencraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P26EN.png
Mejiro Ardan [Hopeful Petals Dancing in the Night],ECP01-P27EN,0,Havencraft,Umamusume|Mejiro Family,Follower,6,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P27EN.png
Matikanefukukitaru,ECP01-P28EN,0,Havencraft,Umamusume,Follower,7,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P28EN.png
Mejiro Palmer [Moonlit Devil â™ª],ECP01-P29EN,0,Havencraft,Umamusume|Mejiro Family,Follower,1,2,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P29EN.png
"Bring 'Em Home, Please!",ECP01-P30EN,0,Havencraft,Umamusume|Mejiro Family,Amulet,2,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P30EN.png
Ryoka Tsurugi,ECP01-P31EN,0,Neutral,Tracen Academy,Follower,6,2,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-P31EN.png
Hokko Tarumae,ECP01-SL01EN,0,Forestcraft,Umamusume,Follower,4,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL01EN.png
Hokko Tarumae,ECP01-SL02EN,0,Forestcraft,Umamusume,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL02EN.png
Sakura Laurel,ECP01-SL03EN,0,Forestcraft,Umamusume,Follower,3,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL03EN.png
Sounds of Earth,ECP01-SL04EN,0,Forestcraft,Umamusume,Follower,9,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL04EN.png
Gentildonna,ECP01-SL05EN,0,Swordcraft,Umamusume,Follower,7,6,6,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL05EN.png
Gentildonna,ECP01-SL06EN,0,Swordcraft,Umamusume,Follower / Evolved,-,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL06EN.png
Symboli Rudolf [EnchaÃ®nement],ECP01-SL07EN,0,Swordcraft,Umamusume,Follower,4,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL07EN.png
Sirius Symboli [Escorte Ã‰toile],ECP01-SL08EN,0,Swordcraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL08EN.png
Cheval Grand,ECP01-SL09EN,0,Runecraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL09EN.png
Cheval Grand,ECP01-SL10EN,0,Runecraft,Umamusume,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL10EN.png
Tanino Gimlet,ECP01-SL11EN,0,Runecraft,Umamusume,Follower,4,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL11EN.png
Narita Top Road [Peachy Silhouette],ECP01-SL12EN,0,Runecraft,Umamusume,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL12EN.png
Neo Universe,ECP01-SL13EN,0,Dragoncraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL13EN.png
Neo Universe,ECP01-SL14EN,0,Dragoncraft,Umamusume,Follower / Evolved,-,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL14EN.png
Mr. C.B.,ECP01-SL15EN,0,Dragoncraft,Umamusume,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL15EN.png
Katsuragi Ace,ECP01-SL16EN,0,Dragoncraft,Umamusume,Follower,7,5,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL16EN.png
Hishi Miracle,ECP01-SL17EN,0,Abysscraft,Umamusume,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL17EN.png
Hishi Miracle,ECP01-SL18EN,0,Abysscraft,Umamusume,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL18EN.png
Daiichi Ruby,ECP01-SL19EN,0,Abysscraft,Umamusume,Follower,6,2,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL19EN.png
Duramente,ECP01-SL20EN,0,Abysscraft,Umamusume,Follower,5,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL20EN.png
Satono Crown,ECP01-SL21EN,0,Havencraft,Umamusume,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/ECP01/ECP01-SL21EN.png
